co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
00508800|05088|05088|Montmorin|1
00508900|05089|05089|Montrond|1
00509000|05090|05090|La Motte en Champsaur|1
00509100|05091|05091|Moydans|1
00509200|05092|05092|Neffes|1
00509300|05093|05093|Névache|1
00509400|05094|05094|Nossage et Bénévent|1
00509500|05095|05095|Le Noyer|1
00509600|05096|05096|Orcières|1
00509700|05097|05097|Orpierre|1
00509800|05098|05098|Les Orres|1
00509900|05099|05099|Oze|1
00510000|05100|05100|Pelleautier|1
00510100|05101|05101|Pelvoux|1
00510200|05102|05102|La Piarre|1
00510240|05000|00510240|La Plaine d'Avancon|0
00510260|05000|00510260|Plampinet|0
00510280|05000|00510280|Plan de Vitrolles|0
00510300|05103|05103|Le Poët|1
00510350|05000|00510350|Le Poet de Pelvoux|0
00510400|05104|05104|Poligny|1
00510430|05000|00510430|Pont de Rochebrune|0
00510460|05000|00510460|Pont du Fosse|0
00510500|05000|00510500|Prapic|0
00510520|05000|00510520|Prats Bas|0
00510530|05000|00510530|Prats Hauts|0
00510550|05000|00510550|Prelles|0
00510600|05106|05106|Prunières|1
00510700|05107|05107|Puy Saint André|1
00510800|05108|05108|Puy Saint Eusèbe|1
00510900|05109|05109|Puy Saint Pierre|1
00511000|05110|05110|Puy Saint Vincent|1
00511100|05111|05111|Puy Sanières|1
00511200|05112|05112|Rabou|1
00511300|05113|05113|Rambaud|1
00511400|05114|05114|Réallon|1
00511500|05115|05115|Remollon|1
00511600|05116|05116|Réotier|1
00511700|05117|05117|Ribeyret|1
00511800|05118|05118|Ribiers|1
00511900|05119|05119|Risoul|1
00512000|05120|05120|Ristolas|1
00512200|05122|05122|La Roche de Rame|1
00512300|05123|05123|La Roche des Arnauds|1
00512350|05121|05121|Rochebrune|1
00512400|05124|05124|La Rochette|1
00512500|05061|00512500|Romette|0
00512600|05126|05126|Rosans|1
00512630|05000|00512630|Rouet|0
00512650|05000|00512650|Rourebeau|0
00512700|05127|05127|Rousset|1
00512750|05000|00512750|Le Roux|0
00512900|05129|05129|Saint André de Rosans|1
00512950|05128|05128|Saint André d'Embrun|1
00513000|05130|05130|Saint Apollinaire|1
00513100|05131|05131|Saint Auban d'Oze|1
00513200|05132|05132|Saint Bonnet en Champsaur|1
00513300|05133|05133|Saint-Chaffrey|1
00513400|05134|05134|Saint Clément sur Durance|1
00513500|05135|05135|Sainte Colombe|1
00513600|05136|05136|Saint Crépin|1
00513800|05138|05138|Saint Disdier|1
00513900|05139|00513900|Saint Etienne en Dévoluy|0
00514000|05140|05140|Saint Etienne le Laus|1
00514100|05141|05141|Saint Eusèbe en Champsaur|1
00514200|05142|05142|Saint Firmin|1
00514300|05143|05143|Saint Genis|1
00514400|05144|05144|Saint Jacques en Valgodemard|1
00514500|05145|05145|Saint Jean Saint Nicolas|1
00514600|05146|05146|Saint Julien en Beauchêne|1
00514700|05147|05147|Saint Julien en Champsaur|1
00514800|05148|05148|Saint Laurent du Cros|1
00514900|05149|05149|Saint Léger les Mélèzes|1
00515000|05150|05150|Sainte Marie|1
00515100|05151|05151|Saint Martin de Queyrières|1
00515200|05152|05152|Saint Maurice en Valgodemard|1
00515300|05153|05153|Saint Michel de Chaillol|1
00515500|05155|05155|Saint Pierre Avez|1
00515550|05154|05154|Saint Pierre d'Argençon|1
00515600|05156|05156|Saint Sauveur|1
00515700|05157|05157|Saint Véran|1
00515800|05158|05158|Le Saix|1
00515900|05159|05159|Saléon|1
00516000|05160|05160|Salérans|1
00516100|05161|05161|La Salle les Alpes|1
00516200|05162|05162|La Saulce|1
00516300|05163|05163|Le Sauze du Lac|1
00516400|05164|05164|Savines le Lac|1
00516500|05165|05165|Savournon|1
00516512|05000|00516512|Les Savoyons|0
00516600|05000|00516600|Le Séchier en Valgodemard|0
00516700|05133|00516700|Serre Chevalier|0
00516730|05166|05166|Serres|1
00516754|05167|05167|Sigottier|1
00516800|05168|05168|Sigoyer|1
00516900|05169|05169|Sorbiers|1
00516930|05000|00516930|Souliers|0
00516950|05139|00516950|Superdévoluy|0
00517000|05170|05170|Tallard|1
00517100|05171|05171|Théus|1
00517130|05000|00517130|La Tourronde|0
00517160|05000|00517160|Les Traverses|0
00517200|05172|05172|Trescléoux|1
00517300|05173|05173|Upaix|1
00517350|05000|00517350|La Vachette|0
00517400|05174|05174|Val des Prés|1
00517450|05000|00517450|Valenty|0
00517500|05175|05175|Vallouise|1
00517600|05176|05176|Valserres|1
00517700|05177|05177|Vars|1
00517800|05178|05178|Ventavon|1
00517900|05179|05179|Veynes|1
00518000|05180|05180|Les Vigneaux|1
00518100|05181|05181|Villar d'Arêne|1
00518200|05182|05182|Villar Loubière|1
00518300|05183|05183|Villar Saint Pancrace|1
00518310|05000|00518310|Le Villard|0
00518350|05000|00518350|Villardon|0
00518360|05000|00518360|Ville Vieille|0
00518370|05000|00518370|Villeneuve la Salle|0
00518380|05000|00518380|Les Viollins|0
00518400|05184|05184|Vitrolles|1
00600100|06001|06001|Aiglun|1
00600200|06002|06002|Amirat|1
00600300|06003|06003|Andon|1
00600400|06004|00600400|Antibes Juan les Pins|0
00600500|06005|06005|Ascros|1
00600600|06006|06006|Aspremont|1
00600700|06007|06007|Auribeau sur Siagne|1
00600800|06120|00600800|Auron|0
00600842|06008|06008|Auvare|1
00600850|06000|00600850|L'Avelan|0
00600900|06009|06009|Bairols|1
00601000|06010|06010|Le Bar sur Loup|1
00601020|06000|00601020|La Baronne|0
00601050|06000|00601050|Baus Roux|0
00601100|06011|06011|Beaulieu sur Mer|1
00601200|06012|06012|Beausoleil|1
00601300|06013|06013|Belvédère|1
00601400|06014|06014|Bendejun|1
00601440|06000|00601440|Berghe Inférieur|0
00601470|06000|00601470|Berghe Supérieur|0
00601500|06015|06015|Berre les Alpes|1
00601550|06000|00601550|Berthemont|0
00601600|06016|06016|Beuil|1
00601700|06017|06017|Bézaudun les Alpes|1
00601800|06018|06018|Biot|1
00601850|06000|00601850|La Blache|0
00601900|06019|06019|Blausasc|1
00601950|06000|00601950|La Bocca|0
00602000|06020|06020|La Bollène-Vésubie|1
00602100|06021|06021|Bonson|1
00602120|06000|00602120|Borgheas|0
00602150|06000|00602150|Bouchanieres|0
00602170|06000|00602170|Bourghet|0
00602190|06000|00602190|Bousseyas|0
00602200|06022|06022|Bouyon|1
00602300|06023|06023|Breil sur Roya|1
00602400|06024|06024|Briançonnet|1
00602421|06162|06162|La Brigue|1
00602500|06025|06025|Le Broc|1
00602600|06026|06026|Cabris|1
00602650|06000|00602650|Cabrolles|0
00602700|06027|06027|Cagnes sur Mer|1
00602800|06028|06028|Caille|1
00602850|06003|00602850|Canaux|0
00602900|06029|06029|Cannes|1
00603000|06030|06030|Le Cannet|1
00603100|06031|06031|Cantaron|1
00603200|06032|06032|Cap d'Ail|1
00603300|06033|06033|Carros|1
00603400|06034|06034|Castagniers|1
00603450|06000|00603450|Castagnins|0
00603500|06035|06035|Castellar|1
00603550|06084|00603550|Castellaras|0
00603600|06036|06036|Castillon|1
00603700|06037|06037|Caussols|1
00603800|06038|06038|Châteauneuf|1
00603900|06000|00603900|Châteauneuf de Contes|0
00604015|06000|00604015|Châteauneuf de Grasse|0
00604030|06040|06040|Châteauneuf d'Entraunes|1
00604050|06039|06039|Châteauneuf Villevieille|1
00604070|06000|00604070|Le Chaudan|0
00604100|06041|06041|Cipières|1
00604200|06042|06042|Clans|1
00604300|06043|06043|Coaraze|1
00604350|06000|00604350|Col de Brouis|0
00604400|06044|06044|La Colle sur Loup|1
00604500|06045|06045|Collongues|1
00604550|06153|00604550|La Colmiane|0
00604600|06046|06046|Colomars|1
00604700|06047|06047|Conségudes|1
00604800|06048|06048|Contes|1
00604850|06000|00604850|Courbaisse|0
00604900|06049|06049|Courmes|1
00605000|06050|06050|Coursegoules|1
00605100|06051|06051|La Croix sur Roudoule|1
00605200|06000|00605200|Cros de Cagnes|0
00605240|06000|00605240|Cros d'Utelle|0
00605250|06000|00605250|Les Crottes|0
00605260|06052|06052|Cuébris|1
00605300|06053|06053|Daluis|1
00605340|06000|00605340|Dandon|0
00605350|06000|00605350|Dina|0
00605360|06000|00605360|Doans|0
00605400|06054|06054|Drap|1
00605500|06055|06055|Duranus|1
00605540|06000|00605540|Enaux|0
00605554|06056|06056|Entraunes|1
00605700|06057|06057|L'Escarène|1
00605800|06058|06058|Escragnolles|1
00605850|06000|00605850|Esteing|0
00605900|06059|06059|Eze|1
00605950|06000|00605950|Les Fades|0
00606000|06060|06060|Falicon|1
00606100|06061|06061|Les Ferres|1
00606150|06000|00606150|Le Figaret|0
00606200|06062|06062|Fontan|1
00606300|06063|06063|Gars|1
00606400|06064|06064|Gattières|1
00606500|06065|06065|La Gaude|1
00606542|06066|06066|Gilette|1
00606600|06155|00606600|Le Golfe Juan|0
00606700|06067|06067|Gorbio|1
00606800|06068|06068|Gourdon|1
00606900|06069|06069|Grasse|1
00606950|06000|00606950|La Grave de Peille|0
00607000|06070|06070|Gréolières|1
00607006|06070|00607006|Gréolières les Neiges|0
00607100|06071|06071|Guillaumes|1
00607200|06000|00607200|Iles de Lérins Ste Marguerite et St Honorat|0
00607230|06072|06072|Ilonse|1
00607242|06073|06073|Isola|1
00607300|06004|00607300|Juan les Pins|0
00607350|06000|00607350|Laghet|0
00607400|06074|06074|Lantosque|1
00607430|06000|00607430|Les Lattes|0
00607440|06000|00607440|Laval|0
00607454|06000|00607454|Leouve|0
00607500|06075|06075|Levens|1
00607600|06076|06076|Lieuche|1
00607640|06000|00607640|Lingostiere|0
00607660|06000|00607660|Loda de Lantosque|0
00607670|06134|00607670|Logis du Pin|0
00607700|06077|06077|Lucéram|1
00607800|06069|00607800|Magagnosc|0
00607830|06078|06078|Malaussène|1
00607857|06000|00607857|La Manda|0
00607900|06079|06079|Mandelieu la Napoule|1
00608000|06080|06080|Marie|1
00608100|06081|06081|Le Mas|1
00608200|06082|06082|Massoins|1
00608300|06083|06083|Menton|1
00608312|06000|00608312|Miramar|0
00608330|06000|00608330|Monte Carlo|0
00608354|06083|00608354|Monti|0
00608400|06084|06084|Mouans-Sartoux|1
00608500|06085|06085|Mougins|1
00608550|06000|00608550|Moulin de Castagniers|0
00608600|06086|06086|Moulinet|1
00608654|06087|06087|Les Mujouls|1
00608700|06000|00608700|La Napoule|0
00608800|06088|06088|Nice|1
00608900|06089|06089|Opio|1
00609000|06090|06090|Pégomas|1
00609100|06091|06091|Peille|1
00609142|06092|06092|Peillon|1
00609150|06000|00609150|Peillon Village|0
00609200|06077|00609200|Peira Cava|0
00609236|06000|00609236|Pelasque|0
00609300|06093|06093|La Penne|1
00609400|06094|06094|Péone|1
00609500|06095|06095|Peymeinade|1
00609550|06000|00609550|Pibonson|0
00609560|06000|00609560|Piene Basse|0
00609600|06096|06096|Pierlas|1
00609615|06097|06097|Pierrefeu|1
00609630|06000|00609630|Plan d'Arriou|0
00609645|06000|00609645|Plan de Grasse|0
00609660|06075|00609660|Plan du Var|0
00609700|06000|00609700|Plans de Carros|0
00609800|06000|00609800|Plascassier|0
00609820|06000|00609820|La Pointe de Blausasc|0
00609836|06000|00609836|La Pointe de Contes|0
00609848|06148|00609848|Pont du Loup|0
00609850|06000|00609850|Le Pra|0
00609855|06000|00609855|Pra d'Astier|0
00609857|06024|00609857|Le Prignolet|0
00609860|06098|06098|Puget Rostang|1
00609900|06099|06099|Puget Théniers|1
00609950|06000|00609950|Ranguin|0
00610000|06100|06100|Revest les Roches|1
00610050|06000|00610050|Reveston d'Utelle|0
00610100|06101|06101|Rigaud|1
00610200|06102|06102|Rimplas|1
00610250|06000|00610250|Roche|0
00610300|06103|06103|Roquebillière|1
00610400|06104|06104|Roquebrune Cap Martin|1
00610500|06105|06105|Roquefort les Pins|1
00610600|06106|06106|Roquesteron|1
00610700|06107|06107|Roquestéron Grasse|1
00610800|06108|06108|La Roquette sur Siagne|1
00610900|06109|06109|La Roquette sur Var|1
00611000|06110|06110|Roubion|1
00611100|06111|06111|Roure|1
00611200|06112|06112|Le Rouret|1
00611220|06000|00611220|Roussillon|0
00611250|06000|00611250|Roya|0
00611270|06000|00611270|La Sagne|0
00611300|06113|06113|Sainte Agnès|1
00611400|06114|06114|Saint André de la Roche|1
00611450|06000|00611450|Saint Antoine De Siga|0
00611500|06115|06115|Saint Antonin|1
00611600|06116|06116|Saint Auban|1
00611650|06000|00611650|Saint Barnabe|0
00611700|06117|06117|Saint Blaise|1
00611750|06000|00611750|Saint Bres|0
00611800|06118|06118|Saint Cézaire sur Siagne|1
00611850|06000|00611850|Sainte Claire|0
00611870|06000|00611870|Saint Colomban|0
00611918|06000|00611918|Saint Dalmas de Tende|0
00611930|06119|06119|Saint Dalmas le Selvage|1
00611950|06000|00611950|Saint Dalmas Valdeblore|0
00612000|06120|06120|Saint-Étienne-de-Tinée|1
00612050|06000|00612050|Saint François|0
00612070|06000|00612070|Saint Isidore|0
00612100|06121|06121|Saint Jean Cap Ferrat|1
00612118|06000|00612118|Saint Jean la Riviere|0
00612200|06122|06122|Saint Jeannet|1
00612250|06000|00612250|Saint Laurent d'Eze|0
00612300|06123|06123|Saint Laurent du Var|1
00612400|06124|06124|Saint Léger|1
00612500|06125|06125|Saint Martin d'Entraunes|1
00612600|06126|06126|Saint Martin du Var|1
00612700|06127|06127|Saint Martin Vésubie|1
00612800|06128|06128|Saint Paul|1
00612850|06000|00612850|Sainte Petronille|0
00612870|06000|00612870|Saint Pons|0
00612890|06000|00612890|Saint Roman de Bellet|0
00612900|06129|06129|Saint Sauveur sur Tinée|1
00613000|06130|06130|Saint Vallier de Thiey|1
00613100|06131|06131|Sallagriffon|1
00613200|06132|06132|Saorge|1
00613250|06133|06133|Sauze|1
00613300|06000|00613300|Sclos de Contes|0
00613400|06134|06134|Séranon|1
00613500|06135|06135|Sigale|1
00613550|06000|00613550|La Sirole|0
00613580|06004|00613580|Sophia Antipolis|0
00613600|06136|06136|Sospel|1
00613700|06137|06137|Spéracèdes|1
00613720|06074|00613720|Le Suquet de Lantosque|0
00613742|06000|00613742|Le Suquet d'Utelle|0
00613750|06000|00613750|Sussis|0
00613757|06163|06163|Tende|1
00613800|06138|06138|Théoule sur Mer|1
00613850|06139|06139|Thiéry|1
00613900|06003|00613900|Thorenc|0
00614000|06140|06140|Le Tignet|1
00614100|06141|06141|Toudon|1
00614200|06142|06142|Touët de l'Escarène|1
00614300|06143|06143|Touët sur Var|1
00614400|06144|06144|La Tour|1
00614500|06145|06145|Tourette du Château|1
00614600|06146|06146|Tournefort|1
00614700|06147|06147|Tourrette Levens|1
00614800|06148|06148|Tourrettes-sur-Loup|1
00614850|06000|00614850|Les Traverses|0
00614870|06000|00614870|Le Trayas|0
00614900|06149|06149|La Trinité|1
00615000|06150|06150|La Turbie|1
00615015|06020|00615015|Turini|0
00615048|06151|06151|Utelle|1
00615100|06094|00615100|Valberg|0
00615200|06152|06152|Valbonne|1
00615300|06153|06153|Valdeblore|1
00615400|06154|06154|Valderoure|1
00615500|06155|06155|Vallauris|1
00615550|06000|00615550|Vascogne|0
00615600|06156|06156|Venanson|1
00615700|06157|06157|Vence|1
00615720|06000|00615720|La Vernea|0
00615750|06000|00615750|Vescous|0
00615770|06000|00615770|Les Veyans|0
00615850|06000|00615850|Villars la Croix|0
00615870|06158|06158|Villars sur Var|1
00615900|06159|06159|Villefranche sur Mer|1
00616000|06160|06160|Villeneuve d'Entraunes|1
00616100|06161|06161|Villeneuve Loubet|1
00616150|06000|00616150|Villetalle|0
00616200|06800|06800|Principauté de Monaco|1
00700100|07001|07001|Accons|1
00700200|07002|07002|Ailhon|1
00700300|07003|07003|Aizac|1
00700400|07004|07004|Ajoux|1
00700500|07005|07005|Alba la Romaine|1
00700600|07006|07006|Albon d'Ardèche|1
00700700|07007|07007|Alboussière|1
00700800|07008|07008|Alissas|1
00700900|07009|07009|Andance|1
00701000|07010|07010|Annonay|1
00701100|07011|07011|Antraigues sur Volane|1
00701200|07012|07012|Arcens|1
00701300|07013|07013|Ardoix|1
00701400|07014|07014|Arlebosc|1
00701500|07015|07015|Arras sur Rhône|1
00701600|07016|07016|Asperjoc|1
00701700|07017|07017|Les Assions|1
00701800|07018|07018|Astet|1
00701900|07019|07019|Aubenas|1
00702000|07020|07020|Aubignas|1
00702200|07022|07022|Baix|1
00702300|07023|07023|Balazuc|1
00702400|07024|07024|Banne|1
00702500|07025|07025|Barnas|1
00702515|07000|00702515|La Batie de Crussol|0
00702600|07026|07026|Le Béage|1
00702700|07027|07027|Beauchastel|1
00702800|07028|07028|Beaulieu|1
00702900|07029|07029|Beaumont|1
00703000|07030|07030|Beauvène|1
00703100|07031|07031|Berrias et Casteljau|1
00703200|07032|07032|Berzème|1
00703300|07033|07033|Bessas|1
00703400|07034|07034|Bidon|1
00703450|07000|00703450|Bise|0
00703500|07035|07035|Boffres|1
00703600|07036|07036|Bogy|1
00703700|07037|07037|Borée|1
00703800|07038|07038|Borne|1
00703900|07000|00703900|Bosas|0
00704000|07040|07040|Boucieu le Roi|1
00704100|07041|07041|Boulieu lès Annonay|1
00704200|07042|07042|Bourg Saint Andéol|1
00704300|07039|07039|Bozas|1
00704336|07044|07044|Brossainc|1
00704350|07000|00704350|Bruas|0
00704400|07000|00704400|Brune|0
00704500|07045|07045|Burzet|1
00704600|07000|00704600|Casteljau|0
00704700|07047|07047|Cellier du Luc|1
00704800|07048|07048|Chalencon|1
00704850|07000|00704850|Chalencon Beauvene|0
00704900|07049|07049|Le Chambon|1
00705000|07050|07050|Chambonas|1
00705100|07051|07051|Champagne|1
00705150|07000|00705150|Champagne Meyras|0
00705200|07052|07052|Champis|1
00705300|07053|07053|Chandolas|1
00705400|07054|07054|Chanéac|1
00705450|07000|00705450|La Chapelle sous Rochepaule|0
00705500|07055|07055|Charmes sur Rhône|1
00705600|07056|07056|Charnas|1
00705800|07058|07058|Chassiers|1
00705900|07059|07059|Châteaubourg|1
00706000|07060|07060|Châteauneuf de Vernoux|1
00706100|07061|07061|Chauzon|1
00706200|07062|07062|Chazeaux|1
00706300|07063|07063|Cheminas|1
00706400|07064|07064|Le Cheylard|1
00706500|07065|07065|Chirols|1
00706600|07066|07066|Chomérac|1
00706650|07000|00706650|Col de l'Escrinet|0
00706700|07067|07067|Colombier le Cardinal|1
00706800|07068|07068|Colombier le Jeune|1
00706900|07069|07069|Colombier le Vieux|1
00707000|07070|07070|Cornas|1
00707100|07071|07071|Coucouron|1
00707200|07072|07072|Coux|1
00707300|07073|07073|Le Crestet|1
00707400|07074|07074|Creysseilles|1
00707500|07075|07075|Cros de Géorand|1
00707600|07076|07076|Cruas|1
00707700|07077|07077|Darbres|1
00707800|07078|07078|Davézieux|1
00707900|07079|07079|Désaignes|1
00708000|07080|07080|Devesset|1
00708100|07081|07081|Dompnac|1
00708200|07082|07082|Dornas|1
00708300|07083|07083|Dunière sur Eyrieux|1
00708400|07084|07084|Eclassan|1
00708500|07085|07085|Empurany|1
00708600|07086|07086|Etables|1
00708700|07087|07087|Fabras|1
00708800|07088|07088|Faugères|1
00708900|07089|07089|Félines|1
00708950|07000|00708950|Fely|0
00709000|07090|07090|Flaviac|1
00709100|07091|07091|Fons|1
00709150|07000|00709150|Les Fonts du Pouzin|0
00709200|07092|07092|Freyssenet|1
00709250|07000|00709250|Le Fringuet|0
00709300|07093|07093|Genestelle|1
00709400|07094|07094|Gilhac et Bruzac|1
00709500|07095|07095|Gilhoc sur Ormèze|1
00709600|07096|07096|Gluiras|1
00709700|07097|07097|Glun|1
00709800|07098|07098|Gourdon|1
00709850|07000|00709850|Grange Madame|0
00709942|07099|07099|Gras|1
00710000|07100|07100|Gravières|1
00710100|07101|07101|Grospierres|1
00710125|07000|00710125|Grozon|0
00710150|07000|00710150|Le Gua|0
00710200|07102|07102|Guilherand Granges|1
00710300|07103|07103|Intres|1
00710400|07104|07104|Issamoulenc|1
00710500|07105|07105|Issanlas|1
00710600|07106|07106|Issarlès|1
00710700|07107|07107|Jaujac|1
00710800|07108|07108|Jaunac|1
00710900|07109|07109|Joannas|1
00711000|07110|07110|Joyeuse|1
00711100|07111|07111|Juvinas|1
00711200|07000|00711200|Labastide de Juvinas|0
00711300|07113|07113|Labastide de Virac|1
00711350|07112|07112|Labastide sur Besorgues|1
00711400|07114|07114|Labatie d'Andaure|1
00711500|07115|07115|Labeaume|1
00711600|07116|07116|Labégude|1
00711700|07117|07117|Lablachère|1
00711800|07118|07118|Laboule|1
00711900|07119|07119|Le Lac d'Issarlès|1
00712000|07120|07120|Lachamp Raphaël|1
00712100|07121|07121|Lachapelle Graillouse|1
00712200|07122|07122|Lachapelle Sous Aubenas|1
00712300|07123|07123|Lachapelle sous Chanéac|1
00712400|07124|07124|Lafarre|1
00712500|07000|00712500|Lafigère|0
00712600|07126|07126|Lagorce|1
00712700|07127|07127|Lalevade d'Ardèche|1
00712800|07128|07128|Lalouvesc|1
00712900|07129|07129|Lamastre|1
00713000|07130|07130|Lanarce|1
00713100|07131|07131|Lanas|1
00713200|07132|07132|Largentière|1
00713300|07133|07133|Larnas|1
00713350|07000|00713350|Laulagnet|0
